ckpt,grupo,idx,x,y,atencion,percentil
seba_combined_s0,Tejido Adiposo,1585,19322,63040,1.5053686183819082e-05,11.60900375156315
seba_combined_s0,Tejido Adiposo,1586,19322,63296,1.8534547052695416e-05,17.548978741142143
seba_combined_s0,Tejido Adiposo,1587,19578,63040,2.084320476569701e-05,20.23759899958316
seba_combined_s0,Tejido Adiposo,1588,19578,63296,1.8172884665546007e-05,17.069612338474364
seba_combined_s0,Tejido Adiposo,1589,19834,63040,1.4979888874222524e-05,11.463109629012088
seba_combined_s0,Tejido Adiposo,1590,19834,63296,1.3428520105662756e-05,7.419758232596916
seba_combined_s0,Tejido Adiposo,2348,14973,60480,1.2809379768441431e-05,5.960817007086286
seba_combined_s0,Tejido Adiposo,2349,14973,60736,1.686030918790493e-05,15.089620675281367
seba_combined_s0,Tejido Adiposo,2350,14973,60992,1.6822292309370823e-05,14.985410587744894
seba_combined_s0,Tejido Adiposo,2351,14973,61248,1.336137211183086e-05,7.169654022509379
seba_combined_s0,Tejido Adiposo,2352,14973,61504,2.002176915993914e-05,19.237182159233015
seba_combined_s0,Tejido Adiposo,2353,14973,61760,2.1121613826835528e-05,20.529387244685285
